branch_name,length_mm,mean_radius_mm,min_radius_mm,max_radius_mm,mean_diameter_mm,min_diameter_mm,max_diameter_mm,mean_area_mm2,min_area_mm2,tortuosity_index,curvature_mean,curvature_max,proximal_reference_radius_mm,stenosis_pct,eccentricity_mean,branch_confidence,wall_hu_mean,wall_hu_std,high_hu_wall_fraction
Branch_00,92.59572504037644,1.6791820207546497,1.502576470375061,1.8958543539047241,3.3583640415092995,3.005152940750122,3.7917087078094482,9.164010091057655,7.459517968417926,0.5528559163999156,0.11017139809086819,0.2696039643487264,1.7014392560178584,11.687915683115646,13.274165579749083,0.9249999523162842,337.3132629394531,41.652488708496094,0.3503472222222222
Branch_01,84.48147872357487,0.8158008858561516,0.4166141748428345,1.6746385097503662,1.6316017717123033,0.833228349685669,3.3492770195007324,2.720850048091495,0.603275447136253,0.2845530364363622,0.15684605421654066,0.4822319427612071,1.3210377395153046,68.46311332515812,19.159430999399287,1.0,311.9205322265625,50.630401611328125,0.21412037037037038
Branch_02,68.70803319093977,0.7249678545876553,0.4137114882469177,1.2994804382324219,1.4499357091753107,0.8274229764938354,2.5989608764648438,2.0175181552097214,0.6320920817984602,0.21473712843194992,0.1577732146647981,0.641955974850819,1.0747799901735215,61.507332474609555,22.264310779798638,0.5395833253860474,300.37750244140625,49.25796127319336,0.15578703703703703
Branch_03,65.00120877970195,0.6552885151223132,0.39011380076408386,0.975636899471283,1.3105770302446265,0.7802276015281677,1.951273798942566,1.5254750758819813,0.5426078748323725,0.34997992918739507,0.16814068376365685,0.5777729548223185,0.8911001682281494,56.22110569906182,26.840267405214906,0.46932870149612427,294.18218994140625,44.704986572265625,0.10497685185185185
Branch_04,45.77169760762176,0.6653835823138555,0.42207860946655273,2.169558525085449,1.330767164627711,0.8441572189331055,4.339117050170898,1.8823097855490485,0.6394393997197866,0.7128212353622976,0.1743917414395633,0.7476656414441071,1.017359199623267,58.51233176808639,19.924951091321947,1.0,284.5382385253906,48.421268463134766,0.08043981481481481
Branch_05,39.18158561890654,1.926498035589854,1.404848575592041,2.5370912551879883,3.852996071179708,2.809697151184082,5.074182510375977,12.15460712384244,7.765503825998783,0.22466333307756114,0.13523056588993576,0.889307631203798,1.8685090293486912,24.81446150240275,13.038545480058193,1.0,339.30938720703125,47.974849700927734,0.38680555555555557
Branch_06,34.251914450874445,0.6208697976889433,0.3839035928249359,1.1888823509216309,1.2417395953778867,0.7678071856498718,2.3777647018432617,1.7307824906910956,0.5877051343961744,0.19952760883955234,0.21210426548114292,1.5034326306939745,0.8170494404104021,53.01341952671774,34.20121117116259,0.40509262681007385,284.443603515625,49.50971603393555,0.0962962962962963
Branch_07,32.82346727814119,0.7294780214627584,0.4700397253036499,1.952990174293518,1.4589560429255168,0.9400794506072998,3.905980348587036,2.3817802056626514,0.8243357499888136,0.10223550943854454,0.16338588775854104,1.2500902623889834,0.5638195176919302,16.63294537446669,7575753.170777121,0.5055555701255798,291.54595947265625,60.6163330078125,0.12488425925925926
Branch_08,29.15412858928812,1.718325307909048,1.4582228660583496,2.030989408493042,3.436650615818096,2.916445732116699,4.061978816986084,10.275928666824154,7.00939101296485,0.04801209959531327,0.10632191189706433,1.028049347233356,1.6823027554680319,13.319831325327714,7.524014306294579,0.8488425016403198,333.1827087402344,48.054344177246094,0.3472222222222222
Branch_10,25.239500289617787,0.6056402678099962,0.28003817796707153,1.8585195541381836,1.2112805356199925,0.5600763559341431,3.717039108276367,2.1835207230720246,0.44577756697474313,0.06251864373608562,0.15956325325752746,1.7287078901265966,0.9778059087693691,71.36055576515001,41.02973392647491,0.3296296000480652,273.3262023925781,59.432838439941406,0.05775462962962963
